,1_lost_demand,1_fulfilled_demand,1_cost,1_cost_after_disruption,1_loss,2_lost_demand,2_fulfilled_demand,2_cost,2_cost_after_disruption,2_loss,3_lost_demand,3_fulfilled_demand,3_cost,3_cost_after_disruption,3_loss,4_lost_demand,4_fulfilled_demand,4_cost,4_cost_after_disruption,4_loss,5_lost_demand,5_fulfilled_demand,5_cost,5_cost_after_disruption,5_loss,6_lost_demand,6_fulfilled_demand,6_cost,6_cost_after_disruption,6_loss,7_lost_demand,7_fulfilled_demand,7_cost,7_cost_after_disruption,7_loss,8_lost_demand,8_fulfilled_demand,8_cost,8_cost_after_disruption,8_loss,9_lost_demand,9_fulfilled_demand,9_cost,9_cost_after_disruption,9_loss,10_lost_demand,10_fulfilled_demand,10_cost,10_cost_after_disruption,10_loss,11_lost_demand,11_fulfilled_demand,11_cost,11_cost_after_disruption,11_loss,12_lost_demand,12_fulfilled_demand,12_cost,12_cost_after_disruption,12_loss,13_lost_demand,13_fulfilled_demand,13_cost,13_cost_after_disruption,13_loss,14_lost_demand,14_fulfilled_demand,14_cost,14_cost_after_disruption,14_loss,15_lost_demand,15_fulfilled_demand,15_cost,15_cost_after_disruption,15_loss,16_lost_demand,16_fulfilled_demand,16_cost,16_cost_after_disruption,16_loss,17_lost_demand,17_fulfilled_demand,17_cost,17_cost_after_disruption,17_loss,18_lost_demand,18_fulfilled_demand,18_cost,18_cost_after_disruption,18_loss,19_lost_demand,19_fulfilled_demand,19_cost,19_cost_after_disruption,19_loss,20_lost_demand,20_fulfilled_demand,20_cost,20_cost_after_disruption,20_loss,21_lost_demand,21_fulfilled_demand,21_cost,21_cost_after_disruption,21_loss,22_lost_demand,22_fulfilled_demand,22_cost,22_cost_after_disruption,22_loss,23_lost_demand,23_fulfilled_demand,23_cost,23_cost_after_disruption,23_loss,24_lost_demand,24_fulfilled_demand,24_cost,24_cost_after_disruption,24_loss,25_lost_demand,25_fulfilled_demand,25_cost,25_cost_after_disruption,25_loss,26_lost_demand,26_fulfilled_demand,26_cost,26_cost_after_disruption,26_loss,27_lost_demand,27_fulfilled_demand,27_cost,27_cost_after_disruption,27_loss,28_lost_demand,28_fulfilled_demand,28_cost,28_cost_after_disruption,28_loss,29_lost_demand,29_fulfilled_demand,29_cost,29_cost_after_disruption,29_loss,30_lost_demand,30_fulfilled_demand,30_cost,30_cost_after_disruption,30_loss
0,0.0,1000.0,170.89976995599116,0.0,0.0,0.0,2000.0,170.89976995599116,0.0,0.0,0.0,3000.0,170.89976995599116,0.0,0.0,305.6640228982115,3000.0,170.89976995599116,0.0,0.0,611.328045796423,3000.0,170.89976995599116,0.0,0.0,916.9920686946346,3000.0,170.89976995599116,0.0,0.0,1222.656091592846,3000.0,170.89976995599116,0.0,0.0,1222.656091592846,4000.0,170.89976995599116,0.0,0.0,1222.656091592846,5000.0,170.89976995599116,0.0,0.0,1222.656091592846,6000.0,170.89976995599116,0.0,0.0,1222.656091592846,7000.0,170.89976995599116,0.0,0.0,1222.656091592846,8000.0,170.89976995599116,0.0,0.0,1222.656091592846,9000.0,170.89976995599116,0.0,0.0,1222.656091592846,10000.0,170.89976995599116,0.0,0.0,1222.656091592846,11000.0,170.89976995599116,0.0,0.0,1222.656091592846,12000.0,170.89976995599116,0.0,0.0,1222.656091592846,13000.0,170.89976995599116,0.0,0.0,1222.656091592846,14000.0,170.89976995599116,0.0,0.0,1222.656091592846,15000.0,170.89976995599116,0.0,0.0,1222.656091592846,16000.0,170.89976995599116,0.0,0.0,1222.656091592846,17000.0,170.89976995599116,0.0,0.0,1222.656091592846,18000.0,170.89976995599116,0.0,0.0,1222.656091592846,19000.0,170.89976995599116,0.0,0.0,1222.656091592846,20000.0,170.89976995599116,0.0,0.0,1222.656091592846,21000.0,170.89976995599116,0.0,0.0,1222.656091592846,22000.0,170.89976995599116,0.0,0.0,1222.656091592846,23000.0,170.89976995599116,0.0,0.0,1222.656091592846,24000.0,170.89976995599116,0.0,0.0,1222.656091592846,25000.0,170.89976995599116,0.0,0.0,1222.656091592846,26000.0,170.89976995599116,0.0,0.0
1,0.0,1000.0,270.461006311089,0.0,0.0,0.0,2000.0,270.461006311089,0.0,0.0,0.0,3000.0,270.461006311089,0.0,0.0,489.437674964433,3000.0,270.461006311089,0.0,0.0,978.875349928866,3000.0,270.461006311089,0.0,0.0,1468.313024893299,3000.0,270.461006311089,0.0,0.0,1957.750699857732,3000.0,270.461006311089,0.0,0.0,1957.750699857732,4000.0,270.461006311089,0.0,0.0,1957.750699857732,5000.0,270.461006311089,0.0,0.0,1957.750699857732,6000.0,270.461006311089,0.0,0.0,1957.750699857732,7000.0,270.461006311089,0.0,0.0,1957.750699857732,8000.0,270.461006311089,0.0,0.0,1957.750699857732,9000.0,270.461006311089,0.0,0.0,1957.750699857732,10000.0,270.461006311089,0.0,0.0,1957.750699857732,11000.0,270.461006311089,0.0,0.0,1957.750699857732,12000.0,270.461006311089,0.0,0.0,1957.750699857732,13000.0,270.461006311089,0.0,0.0,1957.750699857732,14000.0,270.461006311089,0.0,0.0,1957.750699857732,15000.0,270.461006311089,0.0,0.0,1957.750699857732,16000.0,270.461006311089,0.0,0.0,1957.750699857732,17000.0,270.461006311089,0.0,0.0,1957.750699857732,18000.0,270.461006311089,0.0,0.0,1957.750699857732,19000.0,270.461006311089,0.0,0.0,1957.750699857732,20000.0,270.461006311089,0.0,0.0,1957.750699857732,21000.0,270.461006311089,0.0,0.0,1957.750699857732,22000.0,270.461006311089,0.0,0.0,1957.750699857732,23000.0,270.461006311089,0.0,0.0,1957.750699857732,24000.0,270.461006311089,0.0,0.0,1957.750699857732,25000.0,270.461006311089,0.0,0.0,1957.750699857732,26000.0,270.461006311089,0.0,0.0
2,0.0,1000.0,70.9594381057955,0.0,0.0,0.0,2000.0,70.9594381057955,0.0,0.0,0.0,3000.0,70.9594381057955,0.0,0.0,128.4650176014228,3000.0,70.9594381057955,0.0,0.0,256.9300352028456,3000.0,70.9594381057955,0.0,0.0,385.3950528042684,3000.0,70.9594381057955,0.0,0.0,513.8600704056912,3000.0,70.9594381057955,0.0,0.0,513.8600704056912,4000.0,70.9594381057955,0.0,0.0,513.8600704056912,5000.0,70.9594381057955,0.0,0.0,513.8600704056912,6000.0,70.9594381057955,0.0,0.0,513.8600704056912,7000.0,70.9594381057955,0.0,0.0,513.8600704056912,8000.0,70.9594381057955,0.0,0.0,513.8600704056912,9000.0,70.9594381057955,0.0,0.0,513.8600704056912,10000.0,70.9594381057955,0.0,0.0,513.8600704056912,11000.0,70.9594381057955,0.0,0.0,513.8600704056912,12000.0,70.9594381057955,0.0,0.0,513.8600704056912,13000.0,70.9594381057955,0.0,0.0,513.8600704056912,14000.0,70.9594381057955,0.0,0.0,513.8600704056912,15000.0,70.9594381057955,0.0,0.0,513.8600704056912,16000.0,70.9594381057955,0.0,0.0,513.8600704056912,17000.0,70.9594381057955,0.0,0.0,513.8600704056912,18000.0,70.9594381057955,0.0,0.0,513.8600704056912,19000.0,70.9594381057955,0.0,0.0,513.8600704056912,20000.0,70.9594381057955,0.0,0.0,513.8600704056912,21000.0,70.9594381057955,0.0,0.0,513.8600704056912,22000.0,70.9594381057955,0.0,0.0,513.8600704056912,23000.0,70.9594381057955,0.0,0.0,513.8600704056912,24000.0,70.9594381057955,0.0,0.0,513.8600704056912,25000.0,70.9594381057955,0.0,0.0,513.8600704056912,26000.0,70.9594381057955,0.0,0.0
3,0.0,1000.0,90.16645860535019,0.0,0.0,0.0,2000.0,90.16645860535019,0.0,0.0,0.0,3000.0,90.16645860535019,0.0,0.0,189.37180852730697,3000.0,90.16645860535019,0.0,0.0,378.74361705461394,3000.0,90.16645860535019,0.0,0.0,568.1154255819209,3000.0,90.16645860535019,0.0,0.0,757.4872341092279,3000.0,90.16645860535019,0.0,0.0,757.4872341092279,4000.0,90.16645860535019,0.0,0.0,757.4872341092279,5000.0,90.16645860535019,0.0,0.0,757.4872341092279,6000.0,90.16645860535019,0.0,0.0,757.4872341092279,7000.0,90.16645860535019,0.0,0.0,757.4872341092279,8000.0,90.16645860535019,0.0,0.0,757.4872341092279,9000.0,90.16645860535019,0.0,0.0,757.4872341092279,10000.0,90.16645860535019,0.0,0.0,757.4872341092279,11000.0,90.16645860535019,0.0,0.0,757.4872341092279,12000.0,90.16645860535019,0.0,0.0,757.4872341092279,13000.0,90.16645860535019,0.0,0.0,757.4872341092279,14000.0,90.16645860535019,0.0,0.0,757.4872341092279,15000.0,90.16645860535019,0.0,0.0,757.4872341092279,16000.0,90.16645860535019,0.0,0.0,757.4872341092279,17000.0,90.16645860535019,0.0,0.0,757.4872341092279,18000.0,90.16645860535019,0.0,0.0,757.4872341092279,19000.0,90.16645860535019,0.0,0.0,757.4872341092279,20000.0,90.16645860535019,0.0,0.0,757.4872341092279,21000.0,90.16645860535019,0.0,0.0,757.4872341092279,22000.0,90.16645860535019,0.0,0.0,757.4872341092279,23000.0,90.16645860535019,0.0,0.0,757.4872341092279,24000.0,90.16645860535019,0.0,0.0,757.4872341092279,25000.0,90.16645860535019,0.0,0.0,757.4872341092279,26000.0,90.16645860535019,0.0,0.0
4,0.0,1000.0,217.78003236107222,0.0,0.0,0.0,2000.0,217.78003236107222,0.0,0.0,0.0,3000.0,217.78003236107222,0.0,0.0,492.3434709705573,3000.0,217.78003236107222,252.95716840338244,0.0,984.6869419411146,3000.0,217.78003236107222,252.95716840338244,0.0,1477.0304129116719,3000.0,217.78003236107222,252.95716840338244,0.0,1896.0309623565422,3000.0,217.78003236107222,252.95716840338244,0.0,1896.0309623565422,4000.0,217.78003236107222,252.95716840338244,0.0,1896.0309623565422,5000.0,217.78003236107222,252.95716840338244,0.0,1896.0309623565422,6000.0,217.78003236107222,252.95716840338244,0.0,1896.0309623565422,7000.0,217.78003236107222,252.95716840338244,0.0,1896.0309623565422,8000.0,217.78003236107222,252.95716840338244,0.0,1896.0309623565422,9000.0,217.78003236107222,252.95716840338244,0.0,1896.0309623565422,10000.0,217.78003236107222,252.95716840338244,0.0,1896.0309623565422,11000.0,217.78003236107222,252.95716840338244,0.0,1896.0309623565422,12000.0,217.78003236107222,252.95716840338244,0.0,1896.0309623565422,13000.0,217.78003236107222,252.95716840338244,0.0,1896.0309623565422,14000.0,217.78003236107222,252.95716840338244,0.0,1896.0309623565422,15000.0,217.78003236107222,252.95716840338244,0.0,1896.0309623565422,16000.0,217.78003236107222,252.95716840338244,0.0,1896.0309623565422,17000.0,217.78003236107222,252.95716840338244,0.0,1896.0309623565422,18000.0,217.78003236107222,252.95716840338244,0.0,1896.0309623565422,19000.0,217.78003236107222,252.95716840338244,0.0,1896.0309623565422,20000.0,217.78003236107222,252.95716840338244,0.0,1896.0309623565422,21000.0,217.78003236107222,252.95716840338244,0.0,1896.0309623565422,22000.0,217.78003236107222,252.95716840338244,0.0,1896.0309623565422,23000.0,217.78003236107222,252.95716840338244,0.0,1896.0309623565422,24000.0,217.78003236107222,252.95716840338244,0.0,1896.0309623565422,25000.0,217.78003236107222,252.95716840338244,0.0,1896.0309623565422,26000.0,217.78003236107222,252.95716840338244,0.0
5,0.0,1000.0,110.67027897589885,0.0,0.0,0.0,2000.0,110.67027897589885,0.0,0.0,0.0,3000.0,110.67027897589885,0.0,0.0,190.47813177470752,3000.0,110.67027897589885,0.0,0.0,380.95626354941504,3000.0,110.67027897589885,0.0,0.0,571.4343953241225,3000.0,110.67027897589885,0.0,0.0,761.9125270988301,3000.0,110.67027897589885,0.0,0.0,761.9125270988301,4000.0,110.67027897589885,0.0,0.0,761.9125270988301,5000.0,110.67027897589885,0.0,0.0,761.9125270988301,6000.0,110.67027897589885,0.0,0.0,761.9125270988301,7000.0,110.67027897589885,0.0,0.0,761.9125270988301,8000.0,110.67027897589885,0.0,0.0,761.9125270988301,9000.0,110.67027897589885,0.0,0.0,761.9125270988301,10000.0,110.67027897589885,0.0,0.0,761.9125270988301,11000.0,110.67027897589885,0.0,0.0,761.9125270988301,12000.0,110.67027897589885,0.0,0.0,761.9125270988301,13000.0,110.67027897589885,0.0,0.0,761.9125270988301,14000.0,110.67027897589885,0.0,0.0,761.9125270988301,15000.0,110.67027897589885,0.0,0.0,761.9125270988301,16000.0,110.67027897589885,0.0,0.0,761.9125270988301,17000.0,110.67027897589885,0.0,0.0,761.9125270988301,18000.0,110.67027897589885,0.0,0.0,761.9125270988301,19000.0,110.67027897589885,0.0,0.0,761.9125270988301,20000.0,110.67027897589885,0.0,0.0,761.9125270988301,21000.0,110.67027897589885,0.0,0.0,761.9125270988301,22000.0,110.67027897589885,0.0,0.0,761.9125270988301,23000.0,110.67027897589885,0.0,0.0,761.9125270988301,24000.0,110.67027897589885,0.0,0.0,761.9125270988301,25000.0,110.67027897589885,0.0,0.0,761.9125270988301,26000.0,110.67027897589885,0.0,0.0
6,0.0,1000.0,256.9062227782775,0.0,0.0,0.0,2000.0,256.9062227782775,0.0,0.0,0.0,3000.0,256.9062227782775,0.0,0.0,537.0064221963872,3000.0,256.9062227782775,284.76296617426044,0.0,1074.0128443927745,3000.0,256.9062227782775,284.76296617426044,0.0,1611.0192665891618,3000.0,256.9062227782775,284.76296617426044,0.0,2111.6722098049236,3000.0,256.9062227782775,284.76296617426044,0.0,2111.6722098049236,4000.0,256.9062227782775,284.76296617426044,0.0,2111.6722098049236,5000.0,256.9062227782775,284.76296617426044,0.0,2111.6722098049236,6000.0,256.9062227782775,284.76296617426044,0.0,2111.6722098049236,7000.0,256.9062227782775,284.76296617426044,0.0,2111.6722098049236,8000.0,256.9062227782775,284.76296617426044,0.0,2111.6722098049236,9000.0,256.9062227782775,284.76296617426044,0.0,2111.6722098049236,10000.0,256.9062227782775,284.76296617426044,0.0,2111.6722098049236,11000.0,256.9062227782775,284.76296617426044,0.0,2111.6722098049236,12000.0,256.9062227782775,284.76296617426044,0.0,2111.6722098049236,13000.0,256.9062227782775,284.76296617426044,0.0,2111.6722098049236,14000.0,256.9062227782775,284.76296617426044,0.0,2111.6722098049236,15000.0,256.9062227782775,284.76296617426044,0.0,2111.6722098049236,16000.0,256.9062227782775,284.76296617426044,0.0,2111.6722098049236,17000.0,256.9062227782775,284.76296617426044,0.0,2111.6722098049236,18000.0,256.9062227782775,284.76296617426044,0.0,2111.6722098049236,19000.0,256.9062227782775,284.76296617426044,0.0,2111.6722098049236,20000.0,256.9062227782775,284.76296617426044,0.0,2111.6722098049236,21000.0,256.9062227782775,284.76296617426044,0.0,2111.6722098049236,22000.0,256.9062227782775,284.76296617426044,0.0,2111.6722098049236,23000.0,256.9062227782775,284.76296617426044,0.0,2111.6722098049236,24000.0,256.9062227782775,284.76296617426044,0.0,2111.6722098049236,25000.0,256.9062227782775,284.76296617426044,0.0,2111.6722098049236,26000.0,256.9062227782775,284.76296617426044,0.0
7,0.0,1000.0,270.87897735568686,0.0,0.0,0.0,2000.0,270.87897735568686,0.0,0.0,0.0,3000.0,270.87897735568686,0.0,0.0,549.750445793868,3000.0,270.87897735568686,266.3758809144007,0.0,1099.500891587736,3000.0,270.87897735568686,266.3758809144007,0.0,1649.2513373816041,3000.0,270.87897735568686,266.3758809144007,0.0,2163.487874003623,3000.0,270.87897735568686,266.3758809144007,0.0,2163.487874003623,4000.0,270.87897735568686,266.3758809144007,0.0,2163.487874003623,5000.0,270.87897735568686,266.3758809144007,0.0,2163.487874003623,6000.0,270.87897735568686,266.3758809144007,0.0,2163.487874003623,7000.0,270.87897735568686,266.3758809144007,0.0,2163.487874003623,8000.0,270.87897735568686,266.3758809144007,0.0,2163.487874003623,9000.0,270.87897735568686,266.3758809144007,0.0,2163.487874003623,10000.0,270.87897735568686,266.3758809144007,0.0,2163.487874003623,11000.0,270.87897735568686,266.3758809144007,0.0,2163.487874003623,12000.0,270.87897735568686,266.3758809144007,0.0,2163.487874003623,13000.0,270.87897735568686,266.3758809144007,0.0,2163.487874003623,14000.0,270.87897735568686,266.3758809144007,0.0,2163.487874003623,15000.0,270.87897735568686,266.3758809144007,0.0,2163.487874003623,16000.0,270.87897735568686,266.3758809144007,0.0,2163.487874003623,17000.0,270.87897735568686,266.3758809144007,0.0,2163.487874003623,18000.0,270.87897735568686,266.3758809144007,0.0,2163.487874003623,19000.0,270.87897735568686,266.3758809144007,0.0,2163.487874003623,20000.0,270.87897735568686,266.3758809144007,0.0,2163.487874003623,21000.0,270.87897735568686,266.3758809144007,0.0,2163.487874003623,22000.0,270.87897735568686,266.3758809144007,0.0,2163.487874003623,23000.0,270.87897735568686,266.3758809144007,0.0,2163.487874003623,24000.0,270.87897735568686,266.3758809144007,0.0,2163.487874003623,25000.0,270.87897735568686,266.3758809144007,0.0,2163.487874003623,26000.0,270.87897735568686,266.3758809144007,0.0
8,0.0,1000.0,160.61594122991983,0.0,0.0,0.0,2000.0,160.61594122991983,0.0,0.0,0.0,3000.0,160.61594122991983,0.0,0.0,306.79303870283934,3000.0,160.61594122991983,0.0,0.0,613.5860774056787,3000.0,160.61594122991983,0.0,0.0,920.379116108518,3000.0,160.61594122991983,0.0,0.0,1227.1721548113574,3000.0,160.61594122991983,0.0,0.0,1227.1721548113574,4000.0,160.61594122991983,0.0,0.0,1227.1721548113574,5000.0,160.61594122991983,0.0,0.0,1227.1721548113574,6000.0,160.61594122991983,0.0,0.0,1227.1721548113574,7000.0,160.61594122991983,0.0,0.0,1227.1721548113574,8000.0,160.61594122991983,0.0,0.0,1227.1721548113574,9000.0,160.61594122991983,0.0,0.0,1227.1721548113574,10000.0,160.61594122991983,0.0,0.0,1227.1721548113574,11000.0,160.61594122991983,0.0,0.0,1227.1721548113574,12000.0,160.61594122991983,0.0,0.0,1227.1721548113574,13000.0,160.61594122991983,0.0,0.0,1227.1721548113574,14000.0,160.61594122991983,0.0,0.0,1227.1721548113574,15000.0,160.61594122991983,0.0,0.0,1227.1721548113574,16000.0,160.61594122991983,0.0,0.0,1227.1721548113574,17000.0,160.61594122991983,0.0,0.0,1227.1721548113574,18000.0,160.61594122991983,0.0,0.0,1227.1721548113574,19000.0,160.61594122991983,0.0,0.0,1227.1721548113574,20000.0,160.61594122991983,0.0,0.0,1227.1721548113574,21000.0,160.61594122991983,0.0,0.0,1227.1721548113574,22000.0,160.61594122991983,0.0,0.0,1227.1721548113574,23000.0,160.61594122991983,0.0,0.0,1227.1721548113574,24000.0,160.61594122991983,0.0,0.0,1227.1721548113574,25000.0,160.61594122991983,0.0,0.0,1227.1721548113574,26000.0,160.61594122991983,0.0,0.0
9,0.0,1000.0,97.03257479290669,0.0,0.0,0.0,2000.0,97.03257479290669,0.0,0.0,0.0,3000.0,97.03257479290669,0.0,0.0,207.9930416730384,3000.0,97.03257479290669,0.0,0.0,415.9860833460768,3000.0,97.03257479290669,0.0,0.0,623.9791250191151,3000.0,97.03257479290669,0.0,0.0,831.9721666921536,3000.0,97.03257479290669,0.0,0.0,831.9721666921536,4000.0,97.03257479290669,0.0,0.0,831.9721666921536,5000.0,97.03257479290669,0.0,0.0,831.9721666921536,6000.0,97.03257479290669,0.0,0.0,831.9721666921536,7000.0,97.03257479290669,0.0,0.0,831.9721666921536,8000.0,97.03257479290669,0.0,0.0,831.9721666921536,9000.0,97.03257479290669,0.0,0.0,831.9721666921536,10000.0,97.03257479290669,0.0,0.0,831.9721666921536,11000.0,97.03257479290669,0.0,0.0,831.9721666921536,12000.0,97.03257479290669,0.0,0.0,831.9721666921536,13000.0,97.03257479290669,0.0,0.0,831.9721666921536,14000.0,97.03257479290669,0.0,0.0,831.9721666921536,15000.0,97.03257479290669,0.0,0.0,831.9721666921536,16000.0,97.03257479290669,0.0,0.0,831.9721666921536,17000.0,97.03257479290669,0.0,0.0,831.9721666921536,18000.0,97.03257479290669,0.0,0.0,831.9721666921536,19000.0,97.03257479290669,0.0,0.0,831.9721666921536,20000.0,97.03257479290669,0.0,0.0,831.9721666921536,21000.0,97.03257479290669,0.0,0.0,831.9721666921536,22000.0,97.03257479290669,0.0,0.0,831.9721666921536,23000.0,97.03257479290669,0.0,0.0,831.9721666921536,24000.0,97.03257479290669,0.0,0.0,831.9721666921536,25000.0,97.03257479290669,0.0,0.0,831.9721666921536,26000.0,97.03257479290669,0.0,0.0
