,Agent 0,Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6,Agent 7,Agent 8,Agent 9
01_fulfilled_demand,1273.0,663.0,3327.0,1730.0,1201.0,3153.0,1391.0,1341.0,1530.0,1878.0
01_lost_demand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02_fulfilled_demand,2546.0,1326.0,6654.0,3460.0,2402.0,6306.0,2782.0,2682.0,3060.0,3756.0
02_lost_demand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03_fulfilled_demand,3819.0,1989.0,9981.0,5190.0,3484.0,9459.0,4056.0,4023.0,4590.0,5634.0
03_lost_demand,0.0,0.0,0.0,0.0,1082.0,0.0,1274.0,0.0,0.0,0.0
04_fulfilled_demand,5092.0,2652.0,13308.0,6920.0,4566.0,12612.0,5330.0,5364.0,6120.0,7512.0
04_lost_demand,0.0,0.0,0.0,0.0,1082.0,0.0,1274.0,0.0,0.0,0.0
05_fulfilled_demand,6365.0,3315.0,16635.0,8650.0,5648.0,15765.0,6604.0,6705.0,7650.0,9390.0
05_lost_demand,0.0,0.0,0.0,0.0,1082.0,0.0,1274.0,0.0,0.0,0.0
06_fulfilled_demand,7638.0,3978.0,19962.0,10380.0,6730.0,18918.0,7878.0,8046.0,9180.0,11268.0
06_lost_demand,0.0,0.0,0.0,0.0,1082.0,0.0,1274.0,0.0,0.0,0.0
07_fulfilled_demand,8911.0,4641.0,23289.0,12110.0,7812.0,22071.0,9152.0,9387.0,10710.0,13146.0
07_lost_demand,0.0,0.0,0.0,0.0,1082.0,0.0,1274.0,0.0,0.0,0.0
08_fulfilled_demand,10184.0,5304.0,26616.0,13840.0,8894.0,25224.0,10426.0,10728.0,12240.0,15024.0
08_lost_demand,0.0,0.0,0.0,0.0,1082.0,0.0,1274.0,0.0,0.0,0.0
09_fulfilled_demand,11457.0,5967.0,29943.0,15570.0,9976.0,28377.0,11700.0,12069.0,13770.0,16902.0
09_lost_demand,0.0,0.0,0.0,0.0,1082.0,0.0,1274.0,0.0,0.0,0.0
10_fulfilled_demand,12730.0,6630.0,33270.0,17300.0,11058.0,31530.0,12974.0,13410.0,15300.0,18780.0
10_lost_demand,0.0,0.0,0.0,0.0,1082.0,0.0,1274.0,0.0,0.0,0.0
11_fulfilled_demand,14003.0,7293.0,36597.0,19030.0,12140.0,34683.0,14248.0,14751.0,16830.0,20658.0
11_lost_demand,0.0,0.0,0.0,0.0,1082.0,0.0,1274.0,0.0,0.0,0.0
12_fulfilled_demand,15276.0,7956.0,39924.0,20760.0,13222.0,37836.0,15522.0,16092.0,18360.0,22536.0
12_lost_demand,0.0,0.0,0.0,0.0,1082.0,0.0,1274.0,0.0,0.0,0.0
13_fulfilled_demand,16549.0,8619.0,43251.0,22490.0,14304.0,40989.0,16796.0,17433.0,19890.0,24414.0
13_lost_demand,0.0,0.0,0.0,0.0,1082.0,0.0,1274.0,0.0,0.0,0.0
14_fulfilled_demand,17822.0,9282.0,46578.0,24220.0,15505.0,44142.0,18187.0,18774.0,21420.0,26292.0
14_lost_demand,0.0,0.0,0.0,0.0,1082.0,0.0,1274.0,0.0,0.0,0.0
15_fulfilled_demand,19095.0,9945.0,49905.0,25950.0,16706.0,47295.0,19578.0,20115.0,22950.0,28170.0
15_lost_demand,0.0,0.0,0.0,0.0,1082.0,0.0,1274.0,0.0,0.0,0.0
