,Agent 0,Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6,Agent 7,Agent 8,Agent 9
fulfilled_demand,7120.0,6560.0,6232.0,7768.0,4888.0,6120.0,5648.0,7960.0,7616.0,6848.0
lost_demand,13330.008038591002,44949.956068733525,19614.55274745564,9010.121277920738,23776.334850474792,19380.19751741762,40269.52124920109,83759.59260088237,63378.53310738735,8724.060139933921
cost,170.89976995599116,270.461006311089,70.9594381057955,90.16645860535019,217.78003236107222,110.67027897589885,256.9062227782775,270.87897735568686,160.61594122991983,97.03257479290669
cost_after_disruption,0.0,0.0,0.0,0.0,224.30776988229618,0.0,263.4339602995015,277.4067148769109,0.0,0.0
loss,-170.89976995599116,-270.461006311089,-70.9594381057955,-90.16645860535019,6.527737521223969,-110.67027897589885,6.527737521224026,6.527737521224026,-160.61594122991983,-97.03257479290669
