,Agent 0,Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6,Agent 7,Agent 8,Agent 9
fulfilled_demand,4360.0,3816.0,5392.0,7504.0,7024.0,4584.0,6760.0,5632.0,6816.0,5488.0
lost_demand,12827.190720923447,57198.13388471846,13940.252920000794,21138.06001143506,43776.96495575506,21392.218023353853,2961.302690316086,32944.04948215302,65869.69258165441,18976.869136164678
cost,170.89976995599116,270.461006311089,70.9594381057955,90.16645860535019,217.78003236107222,110.67027897589885,256.9062227782775,270.87897735568686,160.61594122991983,97.03257479290669
cost_after_disruption,0.0,0.0,0.0,0.0,217.77690448177466,0.0,256.9030948989799,0.0,0.0,0.0
loss,-170.89976995599116,-270.461006311089,-70.9594381057955,-90.16645860535019,-0.003127879297551317,-110.67027897589885,-0.0031278792976081604,-270.87897735568686,-160.61594122991983,-97.03257479290669
