,Agent 0,Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6,Agent 7,Agent 8,Agent 9
1_fulfilled_demand,795.0,762.0,872.0,847.0,468.0,694.0,641.0,904.0,443.0,908.0
1_lost_demand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_fulfilled_demand,1590.0,1524.0,1744.0,1694.0,936.0,1388.0,1282.0,1808.0,886.0,1816.0
2_lost_demand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_fulfilled_demand,2385.0,2286.0,2616.0,2541.0,1404.0,2082.0,1923.0,2712.0,1329.0,2724.0
3_lost_demand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_fulfilled_demand,2385.0,2286.0,2616.0,2541.0,1404.0,2082.0,1923.0,2712.0,1329.0,2724.0
4_lost_demand,7533.089844326422,745.9030166457959,1232.2364488328476,4811.93765467887,7228.8283355590565,3701.3710566461164,4910.514193362601,10901.19357991623,2038.6397421803672,2644.007545747664
5_fulfilled_demand,2385.0,2286.0,2616.0,2541.0,1404.0,2082.0,1923.0,2712.0,1329.0,2724.0
5_lost_demand,15066.179688652845,1491.8060332915918,2464.472897665695,9623.87530935774,14457.656671118113,7402.742113292233,9821.028386725202,21802.38715983246,4077.2794843607344,5288.015091495328
6_fulfilled_demand,2385.0,2286.0,2616.0,2541.0,1404.0,2082.0,1923.0,2712.0,1329.0,2724.0
6_lost_demand,22599.269532979266,2237.7090499373876,3696.709346498543,14435.81296403661,21686.48500667717,11104.11316993835,14731.542580087804,32703.580739748686,6115.919226541102,7932.0226372429925
7_fulfilled_demand,2385.0,2286.0,2616.0,2541.0,1404.0,2082.0,1923.0,2712.0,1329.0,2724.0
7_lost_demand,30132.35937730569,2983.6120665831836,4928.94579533139,19247.75061871548,28915.313342236226,14805.484226584465,19642.056773450404,43604.77431966492,8154.558968721469,10576.030182990657
8_fulfilled_demand,2385.0,2286.0,2616.0,2541.0,1404.0,2082.0,1923.0,2712.0,1329.0,2724.0
8_lost_demand,37665.44922163211,3729.5150832289796,6161.182244164238,24059.68827339435,35974.6345992834,18506.855283230583,24455.83482246995,54296.78038910993,10193.198710901836,13220.03772873832
9_fulfilled_demand,3180.0,3048.0,3488.0,3388.0,1872.0,2776.0,2564.0,3616.0,1772.0,3632.0
9_lost_demand,37665.44922163211,3729.5150832289796,6161.182244164238,24059.68827339435,35974.6345992834,18506.855283230583,24455.83482246995,54296.78038910993,10193.198710901836,13220.03772873832
10_fulfilled_demand,3975.0,3810.0,4360.0,4235.0,2340.0,3470.0,3205.0,4520.0,2215.0,4540.0
10_lost_demand,37665.44922163211,3729.5150832289796,6161.182244164238,24059.68827339435,35974.6345992834,18506.855283230583,24455.83482246995,54296.78038910993,10193.198710901836,13220.03772873832
11_fulfilled_demand,4770.0,4572.0,5232.0,5082.0,2808.0,4164.0,3846.0,5424.0,2658.0,5448.0
11_lost_demand,37665.44922163211,3729.5150832289796,6161.182244164238,24059.68827339435,35974.6345992834,18506.855283230583,24455.83482246995,54296.78038910993,10193.198710901836,13220.03772873832
12_fulfilled_demand,5565.0,5334.0,6104.0,5929.0,3276.0,4858.0,4487.0,6328.0,3101.0,6356.0
12_lost_demand,37665.44922163211,3729.5150832289796,6161.182244164238,24059.68827339435,35974.6345992834,18506.855283230583,24455.83482246995,54296.78038910993,10193.198710901836,13220.03772873832
13_fulfilled_demand,6360.0,6096.0,6976.0,6776.0,3744.0,5552.0,5128.0,7232.0,3544.0,7264.0
13_lost_demand,37665.44922163211,3729.5150832289796,6161.182244164238,24059.68827339435,35974.6345992834,18506.855283230583,24455.83482246995,54296.78038910993,10193.198710901836,13220.03772873832
14_fulfilled_demand,7155.0,6858.0,7848.0,7623.0,4212.0,6246.0,5769.0,8136.0,3987.0,8172.0
14_lost_demand,37665.44922163211,3729.5150832289796,6161.182244164238,24059.68827339435,35974.6345992834,18506.855283230583,24455.83482246995,54296.78038910993,10193.198710901836,13220.03772873832
15_fulfilled_demand,7950.0,7620.0,8720.0,8470.0,4680.0,6940.0,6410.0,9040.0,4430.0,9080.0
15_lost_demand,37665.44922163211,3729.5150832289796,6161.182244164238,24059.68827339435,35974.6345992834,18506.855283230583,24455.83482246995,54296.78038910993,10193.198710901836,13220.03772873832
