,Agent 0,Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6,Agent 7,Agent 8,Agent 9
01_fulfilled_demand,2088.0,1147.0,5003.0,3651.0,690.0,2496.0,595.0,1012.0,1901.0,1734.0
01_lost_demand,0.0,0.0,0.0,0.0,690.0,0.0,595.0,0.0,0.0,0.0
02_fulfilled_demand,4176.0,2294.0,10006.0,7302.0,1456.0,4992.0,1245.0,2024.0,3802.0,3468.0
02_lost_demand,0.0,0.0,0.0,0.0,690.0,0.0,595.0,0.0,0.0,0.0
03_fulfilled_demand,6264.0,3441.0,15009.0,10953.0,2222.0,7488.0,1895.0,3036.0,5703.0,5202.0
03_lost_demand,0.0,0.0,0.0,0.0,690.0,0.0,595.0,0.0,0.0,0.0
04_fulfilled_demand,8352.0,4588.0,20012.0,14604.0,2988.0,9984.0,2545.0,4048.0,7604.0,6936.0
04_lost_demand,0.0,0.0,0.0,0.0,690.0,0.0,595.0,0.0,0.0,0.0
05_fulfilled_demand,10440.0,5735.0,25015.0,18255.0,3754.0,12480.0,3195.0,5060.0,9505.0,8670.0
05_lost_demand,0.0,0.0,0.0,0.0,690.0,0.0,595.0,0.0,0.0,0.0
06_fulfilled_demand,12528.0,6882.0,30018.0,21906.0,4520.0,14976.0,3845.0,6072.0,11406.0,10404.0
06_lost_demand,0.0,0.0,0.0,0.0,690.0,0.0,595.0,0.0,0.0,0.0
07_fulfilled_demand,14616.0,8029.0,35021.0,25557.0,5286.0,17472.0,4495.0,7084.0,13307.0,12138.0
07_lost_demand,0.0,0.0,0.0,0.0,690.0,0.0,595.0,0.0,0.0,0.0
08_fulfilled_demand,16704.0,9176.0,40024.0,29208.0,6052.0,19968.0,5145.0,8096.0,15208.0,13872.0
08_lost_demand,0.0,0.0,0.0,0.0,690.0,0.0,595.0,0.0,0.0,0.0
09_fulfilled_demand,18792.0,10323.0,45027.0,32859.0,6818.0,22464.0,5795.0,9108.0,17109.0,15606.0
09_lost_demand,0.0,0.0,0.0,0.0,690.0,0.0,595.0,0.0,0.0,0.0
10_fulfilled_demand,20880.0,11470.0,50030.0,36510.0,7584.0,24960.0,6445.0,10120.0,19010.0,17340.0
10_lost_demand,0.0,0.0,0.0,0.0,690.0,0.0,595.0,0.0,0.0,0.0
11_fulfilled_demand,22968.0,12617.0,55033.0,40161.0,8350.0,27456.0,7095.0,11132.0,20911.0,19074.0
11_lost_demand,0.0,0.0,0.0,0.0,690.0,0.0,595.0,0.0,0.0,0.0
12_fulfilled_demand,25056.0,13764.0,60036.0,43812.0,9116.0,29952.0,7745.0,12144.0,22812.0,20808.0
12_lost_demand,0.0,0.0,0.0,0.0,690.0,0.0,595.0,0.0,0.0,0.0
13_fulfilled_demand,27144.0,14911.0,65039.0,47463.0,9882.0,32448.0,8395.0,13156.0,24713.0,22542.0
13_lost_demand,0.0,0.0,0.0,0.0,690.0,0.0,595.0,0.0,0.0,0.0
14_fulfilled_demand,29232.0,16058.0,70042.0,51114.0,10648.0,34944.0,9045.0,14168.0,26614.0,24276.0
14_lost_demand,0.0,0.0,0.0,0.0,690.0,0.0,595.0,0.0,0.0,0.0
15_fulfilled_demand,31320.0,17205.0,75045.0,54765.0,11414.0,37440.0,9695.0,15180.0,28515.0,26010.0
15_lost_demand,0.0,0.0,0.0,0.0,690.0,0.0,595.0,0.0,0.0,0.0
