,Agent 0,Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6,Agent 7,Agent 8,Agent 9
1_fulfilled_demand,488.0,835.0,841.0,734.0,446.0,827.0,788.0,563.0,726.0,912.0
1_lost_demand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_fulfilled_demand,976.0,1670.0,1682.0,1468.0,892.0,1654.0,1576.0,1126.0,1452.0,1824.0
2_lost_demand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_fulfilled_demand,1464.0,2505.0,2523.0,2202.0,1338.0,2481.0,2364.0,1689.0,2178.0,2736.0
3_lost_demand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_fulfilled_demand,1464.0,2505.0,2523.0,2202.0,1338.0,2481.0,2364.0,1689.0,2178.0,2736.0
4_lost_demand,5220.7415111014525,9399.650547691936,2809.016074872711,138.99890745904332,7465.896393797531,6616.067429062691,846.3221213815063,8975.775528476484,7350.147621242625,4742.241350145276
5_fulfilled_demand,1464.0,2505.0,2523.0,2202.0,1338.0,2481.0,2364.0,1689.0,2178.0,2736.0
5_lost_demand,10441.483022202905,18799.30109538387,5618.032149745422,277.99781491808665,14931.792787595063,13232.134858125382,1692.6442427630127,17951.55105695297,14700.29524248525,9484.482700290551
6_fulfilled_demand,1464.0,2505.0,2523.0,2202.0,1338.0,2481.0,2364.0,1689.0,2178.0,2736.0
6_lost_demand,15662.224533304357,28198.95164307581,8427.048224618135,416.99672237712997,22397.689181392594,19848.202287188073,2538.966364144519,26927.32658542945,22050.442863727876,14226.724050435827
7_fulfilled_demand,1464.0,2505.0,2523.0,2202.0,1338.0,2481.0,2364.0,1689.0,2178.0,2736.0
7_lost_demand,20882.96604440581,37598.60219076774,11236.064299490845,555.9956298361733,29863.585575190125,26464.269716250765,3385.2884855260254,35903.10211390594,29400.5904849705,18968.965400581103
8_fulfilled_demand,1464.0,2505.0,2523.0,2202.0,1338.0,2481.0,2364.0,1689.0,2178.0,2736.0
8_lost_demand,26103.707555507262,46998.252738459676,14045.080374363555,694.9945372952166,37329.48196898766,33080.33714531345,4231.610606907532,44878.877642382424,36750.738106213124,23711.20675072638
9_fulfilled_demand,1464.0,2505.0,2523.0,2202.0,1338.0,2481.0,2364.0,1689.0,2178.0,2736.0
9_lost_demand,31324.449066608715,56397.90328615161,16854.096449236265,833.9934447542598,44795.378362785195,39696.404574376145,5077.932728289039,53854.65317085891,44100.88572745575,28453.448100871654
10_fulfilled_demand,1464.0,2505.0,2523.0,2202.0,1338.0,2481.0,2364.0,1689.0,2178.0,2736.0
10_lost_demand,36545.190577710164,65797.55383384354,19663.112524108976,972.9923522133031,52261.27475658273,46312.47200343884,5924.254849670546,62830.428699335396,51451.03334869838,33195.68945101693
11_fulfilled_demand,1464.0,2505.0,2523.0,2202.0,1338.0,2481.0,2364.0,1689.0,2178.0,2736.0
11_lost_demand,41765.93208881162,75197.20438153548,22472.128598981686,1111.9912596723464,59727.171150380265,52928.53943250153,6770.576971052053,71806.20422781188,58801.18096994101,37937.930801162205
12_fulfilled_demand,1464.0,2505.0,2523.0,2202.0,1338.0,2481.0,2364.0,1689.0,2178.0,2736.0
12_lost_demand,46986.673599913076,84596.85492922743,25281.144673854396,1250.9901671313896,67193.0675441778,59544.60686156422,7616.899092433559,80781.97975628836,66151.32859118363,42680.17215130748
13_fulfilled_demand,1464.0,2505.0,2523.0,2202.0,1338.0,2481.0,2364.0,1689.0,2178.0,2736.0
13_lost_demand,52207.41511101453,93996.50547691937,28090.160748727107,1389.989074590433,74658.96393797534,66160.6742906269,8463.221213815066,89757.75528476485,73501.47621242625,47422.41350145276
14_fulfilled_demand,1464.0,2505.0,2523.0,2202.0,1338.0,2481.0,2364.0,1689.0,2178.0,2736.0
14_lost_demand,57428.15662211599,103396.15602461131,30899.176823599817,1528.9879820494762,82124.86033177287,72776.7417196896,9309.543335196573,98733.53081324133,80851.62383366887,52164.65485159803
15_fulfilled_demand,1464.0,2505.0,2523.0,2202.0,1338.0,2481.0,2364.0,1689.0,2178.0,2736.0
15_lost_demand,62648.898133217444,112795.80657230325,33708.19289847253,1667.9868895085194,89590.7567255704,79392.80914875229,10155.86545657808,107709.30634171782,88201.77145491149,56906.89620174331
