,Agent 0,Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6,Agent 7,Agent 8,Agent 9
1_fulfilled_demand,430.0,780.0,537.0,810.0,788.0,736.0,481.0,991.0,607.0,749.0
1_lost_demand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_fulfilled_demand,860.0,1560.0,1074.0,1620.0,1576.0,1472.0,962.0,1982.0,1214.0,1498.0
2_lost_demand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_fulfilled_demand,1290.0,2340.0,1611.0,2430.0,2364.0,2208.0,1443.0,2973.0,1821.0,2247.0
3_lost_demand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_fulfilled_demand,1290.0,2340.0,1611.0,2430.0,2364.0,2208.0,1443.0,2973.0,1821.0,2247.0
4_lost_demand,2102.9684775396954,763.5227729445155,1310.7285745873169,1840.6939788854236,9466.813176387406,1962.6866698065865,6878.294868040302,16106.943438274648,1862.2337449262347,2181.0150349834807
5_fulfilled_demand,1290.0,2340.0,1611.0,2430.0,2364.0,2208.0,1443.0,2973.0,1821.0,2247.0
5_lost_demand,4205.936955079391,1527.045545889031,2621.4571491746337,3681.387957770847,18933.626352774812,3925.373339613173,13756.589736080605,32213.886876549295,3724.4674898524695,4362.0300699669615
6_fulfilled_demand,1290.0,2340.0,1611.0,2430.0,2364.0,2208.0,1443.0,2973.0,1821.0,2247.0
6_lost_demand,6308.905432619086,2290.5683188335465,3932.1857237619506,5522.081936656271,28400.43952916222,5888.06000941976,20634.884604120907,48320.83031482394,5586.701234778704,6543.045104950443
7_fulfilled_demand,1290.0,2340.0,1611.0,2430.0,2364.0,2208.0,1443.0,2973.0,1821.0,2247.0
7_lost_demand,8411.873910158782,3054.091091778062,5242.9142983492675,7362.775915541694,37867.252705549625,7850.746679226346,27513.17947216121,64427.77375309859,7448.934979704939,8724.060139933923
8_fulfilled_demand,1290.0,2340.0,1611.0,2430.0,2364.0,2208.0,1443.0,2973.0,1821.0,2247.0
8_lost_demand,10514.842387698478,3817.6138647225775,6553.642872936584,9203.469894427119,47334.06588193703,9813.433349032932,34391.474340201516,80534.71719137323,9311.168724631174,10905.075174917403
9_fulfilled_demand,1290.0,2340.0,1611.0,2430.0,2364.0,2208.0,1443.0,2973.0,1821.0,2247.0
9_lost_demand,12617.810865238174,4581.136637667093,7864.371447523901,11044.163873312542,56800.87905832443,11776.120018839518,41269.76920824182,96641.66062964787,11173.402469557408,13086.090209900884
10_fulfilled_demand,1290.0,2340.0,1611.0,2430.0,2364.0,2208.0,1443.0,2973.0,1821.0,2247.0
10_lost_demand,14720.77934277787,5344.659410611608,9175.100022111219,12884.857852197965,66045.70718127606,13738.806688646104,48012.5630474717,112439.52127121291,13035.636214483642,15267.105244884364
11_fulfilled_demand,1720.0,3120.0,2148.0,3240.0,3152.0,2944.0,1924.0,3964.0,2428.0,2996.0
11_lost_demand,14720.77934277787,5344.659410611608,9175.100022111219,12884.857852197965,66045.70718127606,13738.806688646104,48012.5630474717,112439.52127121291,13035.636214483642,15267.105244884364
12_fulfilled_demand,2150.0,3900.0,2685.0,4050.0,3940.0,3680.0,2405.0,4955.0,3035.0,3745.0
12_lost_demand,14720.77934277787,5344.659410611608,9175.100022111219,12884.857852197965,66045.70718127606,13738.806688646104,48012.5630474717,112439.52127121291,13035.636214483642,15267.105244884364
13_fulfilled_demand,2580.0,4680.0,3222.0,4860.0,4728.0,4416.0,2886.0,5946.0,3642.0,4494.0
13_lost_demand,14720.77934277787,5344.659410611608,9175.100022111219,12884.857852197965,66045.70718127606,13738.806688646104,48012.5630474717,112439.52127121291,13035.636214483642,15267.105244884364
14_fulfilled_demand,3010.0,5460.0,3759.0,5670.0,5516.0,5152.0,3367.0,6937.0,4249.0,5243.0
14_lost_demand,14720.77934277787,5344.659410611608,9175.100022111219,12884.857852197965,66045.70718127606,13738.806688646104,48012.5630474717,112439.52127121291,13035.636214483642,15267.105244884364
15_fulfilled_demand,3440.0,6240.0,4296.0,6480.0,6304.0,5888.0,3848.0,7928.0,4856.0,5992.0
15_lost_demand,14720.77934277787,5344.659410611608,9175.100022111219,12884.857852197965,66045.70718127606,13738.806688646104,48012.5630474717,112439.52127121291,13035.636214483642,15267.105244884364
