,Agent 0,Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6,Agent 7,Agent 8,Agent 9
1_fulfilled_demand,711.0,694.0,522.0,744.0,788.0,445.0,884.0,587.0,918.0,781.0
1_lost_demand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_fulfilled_demand,1422.0,1388.0,1044.0,1488.0,1576.0,890.0,1768.0,1174.0,1836.0,1562.0
2_lost_demand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_fulfilled_demand,2133.0,2082.0,1566.0,2232.0,2364.0,1335.0,2652.0,1761.0,2754.0,2343.0
3_lost_demand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_fulfilled_demand,2133.0,2082.0,1566.0,2232.0,2364.0,1335.0,2652.0,1761.0,2754.0,2343.0
4_lost_demand,3477.233924490054,12567.780617736711,1743.5272188865101,2676.959885342011,10895.385272614709,2458.1202905526006,9293.903490540102,1207.4273879885004,8730.716295405402,2761.523614292931
5_fulfilled_demand,2133.0,2082.0,1566.0,2232.0,2364.0,1335.0,2652.0,1761.0,2754.0,2343.0
5_lost_demand,6954.467848980108,25135.561235473422,3487.0544377730203,5353.919770684022,21790.770545229418,4916.240581105201,18587.806981080204,2414.854775977001,17461.432590810804,5523.047228585862
6_fulfilled_demand,2133.0,2082.0,1566.0,2232.0,2364.0,1335.0,2652.0,1761.0,2754.0,2343.0
6_lost_demand,10431.701773470162,37703.341853210135,5230.58165665953,8030.879656026033,32686.155817844126,7374.360871657802,27881.710471620307,3622.2821639655012,26192.148886216208,8284.570842878793
7_fulfilled_demand,2133.0,2082.0,1566.0,2232.0,2364.0,1335.0,2652.0,1761.0,2754.0,2343.0
7_lost_demand,13908.935697960216,50271.122470946844,6974.1088755460405,10707.839541368045,43581.541090458835,9832.481162210403,37175.61396216041,4829.709551954002,34922.86518162161,11046.094457171725
8_fulfilled_demand,2133.0,2082.0,1566.0,2232.0,2364.0,1335.0,2652.0,1761.0,2754.0,2343.0
8_lost_demand,17386.16962245027,62838.90308868355,8717.63609443255,13384.799426710055,54476.926363073544,12290.601452763003,46469.517452700515,6037.136939942502,43653.58147702701,13807.618071464656
9_fulfilled_demand,2133.0,2082.0,1566.0,2232.0,2364.0,1335.0,2652.0,1761.0,2754.0,2343.0
9_lost_demand,20863.403546940324,75406.68370642027,10461.163313319059,16061.759312052065,65372.31163568825,14748.721743315604,55763.42094324062,7244.5643279310025,52384.29777243241,16569.141685757586
10_fulfilled_demand,2133.0,2082.0,1566.0,2232.0,2364.0,1335.0,2652.0,1761.0,2754.0,2343.0
10_lost_demand,24340.63747143038,87974.46432415699,12204.690532205568,18738.719197394075,76268.00192345266,17206.842033868204,65057.54218109802,8451.991715919503,61115.01406783781,19330.665300050518
11_fulfilled_demand,2844.0,2776.0,2088.0,2976.0,3152.0,1780.0,3536.0,2348.0,3672.0,3124.0
11_lost_demand,24340.63747143038,87974.46432415699,12204.690532205568,18738.719197394075,76268.00192345266,17206.842033868204,65057.54218109802,8451.991715919503,61115.01406783781,19330.665300050518
12_fulfilled_demand,3555.0,3470.0,2610.0,3720.0,3940.0,2225.0,4420.0,2935.0,4590.0,3905.0
12_lost_demand,24340.63747143038,87974.46432415699,12204.690532205568,18738.719197394075,76268.00192345266,17206.842033868204,65057.54218109802,8451.991715919503,61115.01406783781,19330.665300050518
13_fulfilled_demand,4266.0,4164.0,3132.0,4464.0,4728.0,2670.0,5304.0,3522.0,5508.0,4686.0
13_lost_demand,24340.63747143038,87974.46432415699,12204.690532205568,18738.719197394075,76268.00192345266,17206.842033868204,65057.54218109802,8451.991715919503,61115.01406783781,19330.665300050518
14_fulfilled_demand,4977.0,4858.0,3654.0,5208.0,5516.0,3115.0,6188.0,4109.0,6426.0,5467.0
14_lost_demand,24340.63747143038,87974.46432415699,12204.690532205568,18738.719197394075,76268.00192345266,17206.842033868204,65057.54218109802,8451.991715919503,61115.01406783781,19330.665300050518
15_fulfilled_demand,5688.0,5552.0,4176.0,5952.0,6304.0,3560.0,7072.0,4696.0,7344.0,6248.0
15_lost_demand,24340.63747143038,87974.46432415699,12204.690532205568,18738.719197394075,76268.00192345266,17206.842033868204,65057.54218109802,8451.991715919503,61115.01406783781,19330.665300050518
