,Agent 0,Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6,Agent 7,Agent 8,Agent 9
fulfilled_demand,15675.0,10815.0,85470.0,55065.0,13113.0,23790.0,15945.0,14175.0,35085.0,30120.0
lost_demand,0.0,0.0,0.0,0.0,793.0,0.0,979.0,0.0,0.0,0.0
cost,170.89976995599116,270.461006311089,70.9594381057955,90.16645860535019,217.78003236107222,110.67027897589885,256.9062227782775,270.87897735568686,160.61594122991983,97.03257479290669
cost_after_disruption,170.89976995599116,270.461006311089,70.9594381057955,90.16645860535019,225.7607588263455,110.67027897589885,264.88694924355076,270.87897735568686,160.61594122991983,97.03257479290669
loss,0.0,0.0,0.0,0.0,12.876587530597636,0.0,10.952671630741351,0.0,0.0,0.0
